channel_id,talk_id,ts,thread_ts,talk_user,text,date
CGRTJDWA1,6ce26c73-a170-42ae-9a72-792f89c14007,1559963701.0004,,UGPH97FDW,,2019-06-07
CGRTJDWA1,d97b1286-cf70-4871-a8d0-94bbda5367f2,1559972253.0009,,UGQV9DXRC,Table1の単位っていらないんだっけ？,2019-06-07
CGRTJDWA1,6f25f9f2-3ae8-4fdf-b25b-4b6183df5e3d,1560144679.0002,,UGPH97FDW,鈴木さんにもらったアドバイスを参考に微修正しました。勝川先生に送ります。,2019-06-09
CGRTJDWA1,e18deb48-2ca9-4341-a68d-73eddea75336,1554382819.0014,1554382819.0014,UGPH97FDW,"scikitleanにはニューラルネットワークのモジュールがあり(sklearn.neural_network)、これを使えば簡単そう？

<https://spjai.com/neural-network-parameter/>",2019-04-04
CGRTJDWA1,db02501b-1afc-4306-ac07-55fef26468d1,1554389357.0001,1554382819.0014,UGQV9DXRC,タイタニックでもscikitlearnのtreeてモジュールからdecisiontreeclassifierて決定木モジュール使ってる！,2019-04-04
CGRTJDWA1,129ec5dc-ab17-427a-985a-1722bc36d9fa,1554389360.0003,1554382819.0014,UGQV9DXRC,<http://www.randpy.tokyo/entry/python_random_forest>,2019-04-04
CGRTJDWA1,b0b2afdd-611e-40b4-bf92-b22fb27c5c20,1554275090.0017,,UGPH97FDW,"若干今迷子だが、今やっているもの。TensorFlowで不動産価格を推定するもの

<https://www.codexa.net/tensorflow-for-begginer/>",2019-04-03
CGRTJDWA1,1338fbc9-6ed1-4e1d-87e2-101ee4dd1b3c,1554285877.0028,,UGPH97FDW,"scikit learnには他にもサンプルデータが最初から入っているのでいいかも

<https://pythondatascience.plavox.info/scikit-learn/scikit-learn%E3%81%AB%E4%BB%98%E5%B1%9E%E3%81%97%E3%81%A6%E3%81%84%E3%82%8B%E3%83%87%E3%83%BC%E3%82%BF%E3%82%BB%E3%83%83%E3%83%88>",2019-04-03
CGRTJDWA1,a1424523-5084-48c0-8f22-f6958438b0a9,1557905126.0002,,UGQV9DXRC,<http://nekoyukimmm.hatenablog.com/entry/2015/10/01/223148>,2019-05-15
CGRTJDWA1,3ddd183b-2713-4281-a1cc-e9a431b85acf,1557905251.0004,,UGQV9DXRC,<https://to-kei.net/python/split-str/>,2019-05-15
CGRTJDWA1,560e7fce-6996-4d2d-9d0e-dec25d3b8e8f,1557909548.0007,,UGQV9DXRC,<http://pynote.hatenablog.com/entry/sklearn-grid-search-cv>,2019-05-15
CGRTJDWA1,dede6866-6b93-475f-9865-411b5211ef91,1557917829.001,,UGPH97FDW,<https://programming-study.com/technology/python-range/>,2019-05-15
CGRTJDWA1,66a75d79-dfb8-42fb-a5e0-8997ece87928,1559718494.0009,,UHFLB6JPR,勝川先生に提供する資料の準備は？,2019-06-05
CGRTJDWA1,8765d55d-5dfd-40f4-807b-ddefcaa765bb,1559718553.0015,,UGPH97FDW,金曜日のゼミで紹介出来るようにします。,2019-06-05
CGRTJDWA1,ec57f74b-1708-4d08-b273-03632c017d02,1558688293.0006,,UGPH97FDW,修正版,2019-05-24
CGRTJDWA1,5352ba78-362d-4b01-98b7-8ebbce8c6714,1558693647.0013,,UGPH97FDW,,2019-05-24
CGRTJDWA1,a876ca80-0a68-46e1-824f-46d64a62cc58,1558693667.0016,,UGPH97FDW,タイトル等修正,2019-05-24
CGRTJDWA1,456a608e-9204-4d90-b32f-156ad10a4a13,1558699805.0001,,UHFLB6JPR,,2019-05-24
CGRTJDWA1,19511709-e98b-4f05-ac12-925a3b1c298c,1558699840.0004,,UHFLB6JPR,,2019-05-24
CGRTJDWA1,483dbe54-5c3b-43cf-a6ea-5e90c4a09f03,1558428749.0002,,UGQV9DXRC,<https://imbalanced-learn.readthedocs.io/en/stable/generated/imblearn.under_sampling.RandomUnderSampler.html>,2019-05-21
CGRTJDWA1,7b762288-20b4-4aa0-8d63-b0e3770a7539,1558451658.0052,,UGPH97FDW,"5月21日

60パー近くを占めていた0円のクラスをアンダーサンプリングすることで、0円以外の他クラスと同じ割合にした。(他クラスは4分位にした。)

精度と、カッパ係数は乱数を変えて100回計測したものの平均を出せるようになった。


ハイパーパラメータの値については全く触れられていないので、今回はデフォルト値や、推奨値で行うことになりそう。",2019-05-21
CGRTJDWA1,ad207ff6-8a06-4a5c-aeb7-1999f2a7ce41,1558451718.0058,,UGPH97FDW,明日結果をまとめて、抄録をつくる。,2019-05-21
CGRTJDWA1,df4c78b3-a093-4e07-a723-dbf471dc7170,1558506400.0007,,UGPH97FDW,"scikit-learnのMLPClassifier  ニューラルネットワークパラメータ設定公式リンク

<https://scikit-learn.org/stable/modules/generated/sklearn.neural_network.MLPClassifier.html#sklearn.neural_network.MLPClassifier>",2019-05-21
CGRTJDWA1,dc5d1afc-fb21-4a28-9200-68e8bc2009ce,1558506587.0014,,UGPH97FDW,"ハイパーパラメータ自動最適化ツール「Optuna」公開
<https://research.preferred.jp/2018/12/optuna-release/>",2019-05-21
CGRTJDWA1,c89c20ce-7b21-4ea2-b947-f63ce4a635ca,1558506712.002,,UGPH97FDW,"カッパ係数のモジュールの公式ページ
<https://scikit-learn.org/stable/modules/generated/sklearn.metrics.cohen_kappa_score.html#sklearn.metrics.cohen_kappa_score>",2019-05-21
CGRTJDWA1,e6bd1871-e6af-4f72-a4e3-68b9de9bc751,1558506862.0025,,UGPH97FDW,不均衡データの扱いについて<http://tekenuko.hatenablog.com/entry/2017/12/11/214522>,2019-05-21
CGRTJDWA1,abc15fe0-4a66-49e1-b5a9-d45b955305dc,1555495420.0008,,UGPH97FDW,"反復測定分散分析のパッケージ

<https://pingouin-stats.org/generated/pingouin.rm_anova.html>",2019-04-17
CGRTJDWA1,fb52918e-f675-47ca-91b9-69d21919723c,1559826910.0001,,UGPH97FDW,,2019-06-06
CGRTJDWA1,234f11e2-f60d-4051-83e7-aec7c30dfecb,1553837373.0018,,UGQ2ENZD0,"windows環境でのpip経由でのパッケージインストール手法が載ってましたので参考にどうぞ．
どちらもJupyter notebookではなくPyCharmを使用しています．
<https://gammasoft.jp/python/install-packages-with-pycharm/>
<https://qiita.com/yamaAtsu/items/34e2a04408695365d586>",2019-03-28
CGRTJDWA1,5670ed97-1f35-43c4-a53c-2e31c296eb4c,1559273868.0001,,UGQV9DXRC,<https://research-er.jp/articles/view/79953>,2019-05-30
CGRTJDWA1,fce05d0b-af84-43fe-8d2f-fd100d4ba4c5,1557838413.0001,,UGPH97FDW,,2019-05-14
CGRTJDWA1,fefed002-4953-47f8-b5ef-a6626e9ecc17,1561089325.0001,,UGPH97FDW,,2019-06-20
CGRTJDWA1,a4ea8cc7-034f-4864-877e-e28761a3a55c,1561092538.0007,,UGQV9DXRC,<https://aotamasaki.hatenablog.com/entry/2019/02/10/130647#%E9%96%A2%E4%BF%82%E6%80%A7%E3%82%92%E4%B8%8A%E3%81%92%E3%81%A6%E5%86%97%E9%95%B7%E6%80%A7%E3%82%92%E4%B8%8B%E3%81%92%E3%82%8B>,2019-06-20
CGRTJDWA1,7a249849-7db2-49bc-a677-d28a0edb8c87,1552027637.0011,,USLACKBOT,リマインダー : スラックも勉強する,2019-03-07
CGRTJDWA1,40d5615d-a89e-4779-83fb-fa6b9b43a32d,1559982242.0002,,UGPH97FDW,いるね。,2019-06-08
CGRTJDWA1,1b5f747a-1c01-4932-a2ef-8bb422b721ab,1559986387.0005,,UHFLB6JPR,見にくい,2019-06-08
CGRTJDWA1,ea5125ee-16aa-4f82-b720-7b5937796bc9,1559988364.0014,,UGPH97FDW,参考にしました,2019-06-08
CGRTJDWA1,868a03ca-91c6-4b1d-b922-9c5afd811ac4,1559995264.001,,UGQV9DXRC,Resultの赤字、ourは含まなくてもいいかも？,2019-06-08
CGRTJDWA1,91dde57e-bd5d-424b-bf2f-cc61dc881674,1559995489.0049,,UGQV9DXRC,"細かい所で申し訳ないんだけど、文と文、図と図などの間隔が均等じゃない感じがする。
Objective はjがしたのバーに被るからずらした？かもしれないけど、それなら他もずらした方が良いし、無理そうだったらせめてintroductionとdiscussion だけでも合わせた方が良い",2019-06-08
CGRTJDWA1,b3b961c1-75f5-408a-99a0-e70d9029faa1,1559995652.0071,,UGQV9DXRC,あと棒グラフ中の凡例を右上に上げたら少し余裕が出ると思うから、table1の上に少し間隔を入れたり図の名前と図の間の感覚を少し開けてもいいかも,2019-06-08
CGRTJDWA1,80a0b6b3-8795-4195-a966-4f357b9ae52d,1554257939.0002,,UGQ2ENZD0,<https://qiita.com/KanNishida/items/8ab8553b17cb57e772d6>,2019-04-02
CGRTJDWA1,99790013-6b86-497b-9206-97fc0cc01d6b,1560330723.0001,,UGPH97FDW,校正を参考に微修正いたしました。,2019-06-12
CGRTJDWA1,09ccc2e1-b135-4f86-9ec8-9c5b852b39cf,1560331548.0009,,UHFLB6JPR,赤字はいらないよ,2019-06-12
CGRTJDWA1,4a09b19a-f824-403d-9393-f4d2ee5bdf24,1560332056.0012,,UGPH97FDW,わかりました。,2019-06-12
CGRTJDWA1,286d8769-5db6-42b5-aaa4-fd2f21ea64f5,1560332283.0021,,UGPH97FDW,,2019-06-12
CGRTJDWA1,823b432f-ea2c-4eba-abe2-bb4627e4ba54,1554893789.0006,,UGPH97FDW,"データセットの組み方の参考に

<https://pythondatascience.plavox.info/scikit-learn/%E3%83%88%E3%83%AC%E3%83%BC%E3%83%8B%E3%83%B3%E3%82%B0%E3%83%87%E3%83%BC%E3%82%BF%E3%81%A8%E3%83%86%E3%82%B9%E3%83%88%E3%83%87%E3%83%BC%E3%82%BF>",2019-04-10
CGRTJDWA1,3d97ff20-cbef-462f-85b4-f19086d1c606,1554896740.0012,,UGPH97FDW,"scikit learnのフローチャート

<https://scikit-learn.org/stable/tutorial/machine_learning_map/index.html>",2019-04-10
CGRTJDWA1,dc61d358-2804-413f-9411-c0740e79ef97,1554717703.0005,,UGPH97FDW,"メモ

<https://newtechnologylifestyle.net/%E3%83%9C%E3%82%B9%E3%83%88%E3%83%B3%E5%B8%82%E3%81%AE%E4%BD%8F%E5%AE%85%E4%BE%A1%E6%A0%BC%E3%82%92%E8%AA%BF%E3%81%B9%E3%81%A6%E3%81%BF%E3%82%8B/>",2019-04-08
CGRTJDWA1,ac7109ab-f2c8-4cee-a2e5-82bcac1856cc,1554719574.0008,,UGPH97FDW,<https://qiita.com/Ryuoti_LagIn/items/c67aef976c21ba95d8d1>,2019-04-08
